id_sample,date,date_time_end,date_time_init,end_idp,end_name,end_stop,id_link,init_idp,init_name,init_stop,lap,link,time_travel,veh,ini_lat,end_lat
109,2023-03-01,2023-03-01 17:05:33,2023-03-01 17:05:09,13307432.0,Teléfono,236,135,13307419.0,Universidad Andina,235,3.0,235:236,24.0,SJ43,"(-13.5382521, -71.9044024)","(-13.5394259, -71.9026906)"
109,2023-03-01,2023-03-01 17:06:07,2023-03-01 17:05:33,13307438.0,Tíngo,237,136,13307432.0,Teléfono,236,3.0,236:237,34.0,SJ43,"(-13.5394259, -71.9026906)","(-13.5405562, -71.9013213)"
109,2023-03-01,2023-03-01 17:06:31,2023-03-01 17:06:07,13307477.0,Maestro,238,137,13307438.0,Tíngo,237,3.0,237:238,24.0,SJ43,"(-13.5405562, -71.9013213)","(-13.5416937, -71.8998127)"
109,2023-03-01,2023-03-01 17:07:10,2023-03-01 17:06:31,13307591.0,San Martin,239,138,13307477.0,Maestro,238,3.0,238:239,39.0,SJ43,"(-13.5416937, -71.8998127)","(-13.5426934, -71.8983993)"
109,2023-03-01,2023-03-01 17:07:50,2023-03-01 17:07:10,13307736.0,Miraflores,240,139,13307591.0,San Martin,239,3.0,239:240,40.0,SJ43,"(-13.5426934, -71.8983993)","(-13.5443075, -71.8960322)"
109,2023-03-01,2023-03-01 17:08:14,2023-03-01 17:07:50,13307825.0,Penal Quencoro,241,140,13307736.0,Miraflores,240,3.0,240:241,24.0,SJ43,"(-13.5443075, -71.8960322)","(-13.5451306, -71.8944262)"
109,2023-03-01,2023-03-01 17:08:38,2023-03-01 17:08:14,13307907.0,San Juan,242,141,13307825.0,Penal Quencoro,241,3.0,241:242,24.0,SJ43,"(-13.5451306, -71.8944262)","(-13.5456114, -71.8925586)"
109,2023-03-01,2023-03-01 17:09:30,2023-03-01 17:08:38,13308070.0,Control,243,142,13307907.0,San Juan,242,3.0,242:243,52.0,SJ43,"(-13.5456114, -71.8925586)","(-13.5458133, -71.8898157)"
109,,,,,Mercado,244,143,,Control,243,,243:244,,,,
109,,,,,Farmacia,245,144,,Mercado,244,,244:245,,,,
109,2023-03-01,2023-03-01 17:15:37,2023-03-01 17:15:24,13309225.0,Medio,246,145,13309183.0,Farmacia,245,3.0,245:246,13.0,SJ43,"(-13.5471479, -71.8864222)","(-13.5472778, -71.8856797)"
109,2023-03-01,2023-03-01 17:16:21,2023-03-01 17:15:37,13309379.0,Tercero,247,146,13309225.0,Medio,246,3.0,246:247,44.0,SJ43,"(-13.5472778, -71.8856797)","(-13.5478726, -71.8834567)"
109,2023-03-01,2023-03-01 17:16:45,2023-03-01 17:16:21,13309441.0,Romeritos,248,147,13309379.0,Tercero,247,3.0,247:248,24.0,SJ43,"(-13.5478726, -71.8834567)","(-13.548542, -71.88142)"
109,2023-03-01,2023-03-01 17:17:15,2023-03-01 17:16:45,13309557.0,Posta,249,148,13309441.0,Romeritos,248,3.0,248:249,30.0,SJ43,"(-13.548542, -71.88142)","(-13.5490034, -71.8797405)"
109,2023-03-01,2023-03-01 17:17:27,2023-03-01 17:17:15,13309590.0,Tapia,250,149,13309557.0,Posta,249,3.0,249:250,12.0,SJ43,"(-13.5490034, -71.8797405)","(-13.5492024, -71.8788978)"
109,2023-03-01,2023-03-01 17:18:16,2023-03-01 17:17:27,13309738.0,Forestal,251,150,13309590.0,Tapia,250,3.0,250:251,49.0,SJ43,"(-13.5492024, -71.8788978)","(-13.5499915, -71.8762344)"
109,2023-03-01,2023-03-01 17:18:40,2023-03-01 17:18:16,13309820.0,Kayra,252,151,13309738.0,Forestal,251,3.0,251:252,24.0,SJ43,"(-13.5499915, -71.8762344)","(-13.5505434, -71.8744531)"
109,2023-03-01,2023-03-01 17:20:18,2023-03-01 17:18:40,13310127.0,Puente,253,152,13309820.0,Kayra,252,3.0,252:253,98.0,SJ43,"(-13.5505434, -71.8744531)","(-13.5515743, -71.8703316)"
109,2023-03-01,2023-03-01 17:20:57,2023-03-01 17:20:18,13310244.0,Ccollana,254,153,13310127.0,Puente,253,3.0,253:254,39.0,SJ43,"(-13.5515743, -71.8703316)","(-13.5523757, -71.8675839)"
